drift_mode,strategy,batch,model_version,accuracy,f1,precision,recall,drift_severity,drift_flags,concept_drift,retrained,train_duration,inference_time,policy_reason
covariate_feature_shift,Policy-CurrentAnchor,batch_5,v3,0.7974,0.7283454009117726,0.6960533059969246,0.7637795275590551,0.20935925962383212,2,False,True,3.358224630355835,0.047078847885131836,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-CurrentAnchor,batch_6,v3,0.8014,0.7122573167197913,0.7544505831798649,0.6745334796926454,0.42723168362500963,2,False,False,0.0,0.04882049560546875,"Concept drift below thresholds (f1_drop=0.0060, recall_drop=0.0184) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-CurrentAnchor,batch_7,v4,0.7392,0.7131544214694236,0.6107761868877166,0.8567653276955602,0.4091583068028651,4,False,True,3.39098858833313,0.0552372932434082,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-CurrentAnchor,batch_8,v4,0.8006,0.7514335577162802,0.6993039443155452,0.8119612068965517,0.5104056435766015,4,False,False,0.0,0.04664421081542969,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0000) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-CurrentAnchor,batch_9,v5,0.8004,0.7335824879871863,0.7216386554621849,0.745928338762215,0.4873477537404042,4,False,True,2.3550961017608643,0.053789377212524414,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-CurrentAnchor,batch_10,v5,0.7446,0.6825751926423067,0.633887349953832,0.7393645665051157,0.4920034172253757,4,False,False,0.0,0.02710247039794922,"Concept drift below thresholds (f1_drop=0.0387, recall_drop=0.0000) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-CurrentAnchor,batch_11,v6,0.7958,0.7343221441582097,0.7158802638254693,0.7537393162393162,0.5006487901806943,4,False,True,1.7542827129364014,0.035658836364746094,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-CurrentAnchor,batch_12,v6,0.7778,0.7324825427401879,0.6811464397671294,0.7921875,0.5086553896314623,4,False,False,0.0,0.026032686233520508,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0000) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-SlidingNoAnchor,batch_1,v1,0.8232,0.7504234895539243,0.7877889745109662,0.7164420485175202,0.0,0,False,False,0.0,0.027521848678588867,"Severity (0.0000) < 0.1 | Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0050) | Persistence (0) < 2"
covariate_feature_shift,Policy-SlidingNoAnchor,batch_2,v1,0.8132,0.7455040871934605,0.7331189710610932,0.7583148558758315,0.4482259194134601,2,False,False,0.0,0.032445669174194336,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0000) | Persistence (1) < 2"
covariate_feature_shift,Policy-SlidingNoAnchor,batch_3,v2,0.7546,0.6534877153346512,0.6715031921067904,0.6364136413641364,0.3778355646666239,2,True,True,0.946523904800415,0.028601408004760742,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-SlidingNoAnchor,batch_4,v2,0.7924,0.7196110210696921,0.7085106382978723,0.7310647639956093,0.6067776284243214,4,False,False,0.0,0.02984476089477539,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0000) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-SlidingNoAnchor,batch_5,v3,0.7806,0.7037537132055091,0.6768831168831169,0.7328458942632171,0.6102449164080833,4,False,True,0.9377310276031494,0.02690744400024414,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-SlidingNoAnchor,batch_6,v3,0.7874,0.6810681068106811,0.7511581733951026,0.6229418221734357,0.4917979728263368,3,False,False,0.0,0.026784420013427734,"Concept drift below thresholds (f1_drop=0.0085, recall_drop=0.0431) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-SlidingNoAnchor,batch_7,v4,0.757,0.7072994459166466,0.6498450641876937,0.7758985200845666,0.5512162308934517,3,False,True,0.8626716136932373,0.024983882904052734,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-SlidingNoAnchor,batch_8,v4,0.7856,0.7255504352278546,0.6912195121951219,0.7634698275862069,0.46879801082443023,4,False,False,0.0,0.028481245040893555,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0000) | Persistence (1) < 2 | Cooldown (0) < 1"
covariate_feature_shift,Policy-SlidingNoAnchor,batch_9,v5,0.7936,0.716794731064764,0.7247502774694784,0.7090119435396308,0.4870068190062552,3,False,True,0.845597505569458,0.025725603103637695,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-SlidingNoAnchor,batch_10,v5,0.7444,0.6418161434977578,0.6691992986557569,0.6165858912224017,0.5289831345071812,3,True,False,0.0,0.02761554718017578,Persistence (1) < 2 | Cooldown (0) < 1
covariate_feature_shift,Policy-SlidingNoAnchor,batch_11,v6,0.7888,0.7111597374179431,0.7286995515695067,0.6944444444444444,0.6030434131911778,2,False,True,0.8292422294616699,0.028728723526000977,All conditions met. Triggering retrain.
covariate_feature_shift,Policy-SlidingNoAnchor,batch_12,v6,0.77,0.7081218274111675,0.6905940594059405,0.7265625,0.5840918385741667,4,False,False,0.0,0.027168750762939453,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0000) | Persistence (1) < 2 | Cooldown (0) < 1"
label_flip_only,Static,batch_1,v1,0.8232,0.7504234895539243,0.7877889745109662,0.7164420485175202,0.0,0,False,False,0.0,0.031095266342163086,"Severity (0.0000) < 0.1 | Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0050) | Persistence (0) < 2"
label_flip_only,Static,batch_2,v1,0.8116,0.7258440046565774,0.7640931372549019,0.6912416851441242,0.5525473822868721,1,False,False,0.0,0.06090998649597168,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0302) | Persistence (1) < 2"
label_flip_only,Static,batch_3,v1,0.8154,0.7360594795539034,0.7665276950565812,0.7079207920792079,0.5524326763605064,1,False,False,0.0,0.04656648635864258,All conditions met. Triggering retrain.
label_flip_only,Static,batch_4,v1,0.7676,0.6560094730609828,0.6873449131513648,0.6274065685164213,0.5522294927195119,1,True,False,0.0,0.07029581069946289,All conditions met. Triggering retrain.
label_flip_only,Static,batch_5,v1,0.8058,0.7191206248192074,0.7492465340566606,0.6913236929922135,0.5521720722837404,1,False,False,0.0,0.03633522987365723,All conditions met. Triggering retrain.
label_flip_only,Static,batch_6,v1,0.7588,0.6412849494348603,0.6670792079207921,0.6174112256586484,0.552323778095068,1,True,False,0.0,0.07850885391235352,All conditions met. Triggering retrain.
label_flip_only,Static,batch_7,v1,0.7738,0.7111111111111111,0.6894502228826151,0.7341772151898734,0.6026496077969486,2,False,False,0.0,0.04668402671813965,All conditions met. Triggering retrain.
label_flip_only,Static,batch_8,v1,0.7278,0.6509361374711464,0.6187225743539737,0.6866883116883117,0.6022183252747328,2,True,False,0.0,0.03511929512023926,All conditions met. Triggering retrain.
label_flip_only,Static,batch_9,v1,0.7366,0.6709967524356732,0.646605681271064,0.6973001038421599,0.5524791235274857,1,False,False,0.0,0.0388486385345459,All conditions met. Triggering retrain.
label_flip_only,Static,batch_10,v1,0.7862,0.7228415867254343,0.701913393756294,0.7450561197220738,0.6025479208131876,2,False,False,0.0,0.04334449768066406,All conditions met. Triggering retrain.
label_flip_only,Static,batch_11,v1,0.7316,0.6541237113402062,0.6242006886374816,0.6870600974553329,0.6025572581057541,2,True,False,0.0,0.04506325721740723,All conditions met. Triggering retrain.
label_flip_only,Static,batch_12,v1,0.7312,0.6487192890747517,0.6192614770459082,0.681119648737651,0.6019969870336858,2,True,False,0.0,0.051235198974609375,All conditions met. Triggering retrain.
label_flip_only,Policy-CurrentAnchor,batch_1,v1,0.8232,0.7504234895539243,0.7877889745109662,0.7164420485175202,0.0,0,False,False,0.0,0.041684865951538086,"Severity (0.0000) < 0.1 | Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0050) | Persistence (0) < 2"
label_flip_only,Policy-CurrentAnchor,batch_2,v1,0.8116,0.7258440046565774,0.7640931372549019,0.6912416851441242,0.5525473822868721,1,False,False,0.0,0.0450894832611084,"Concept drift below thresholds (f1_drop=0.0000, recall_drop=0.0302) | Persistence (1) < 2"
